MAIN_PF	SUB_PF	PNG	IO	NOTES	TITLE
5744	8767	3790	5618624	-	Laydock (FM77AV) (Disk A - Program) [Alt 1]
5688	10067	5197	4108770	-	Laydock (FM77AV) (Disk B - Data) [Alt 2]
4725	6378	6397	831693	-	Reviver (FM77AV) (Disk A - Master) [Alt 1]
147	8767	3790	112474	RUNAWAY-INTO-IO 	Thexder [Alt 1] [b]
6661	8724	4165	33639	-	Silpheed (FM77AV) (Disk B) [Alt 1]
5678	9992	4383	4008109	-	Seles (FM77AV) (Disk B) [Alt 1]
3497	8767	3790	8594	-	Wibarm (Data disk) [Alt 1] [b]
6697	8775	3790	3343097	-	Xanadu (Disk A - Program) [Alt 1] [b]
5684	10058	5197	4086924	-	Xanadu (Disk C - User) [Alt 1] [b]
6702	8767	3790	6671	-	Ys (FM7) (User disk) [Alt 1]
6700	8767	3790	8599	-	Ys (FM77AV) (User disk) [Alt 1] [b]
6625	8775	3790	3265028	-	Xanadu Scenario II (Disk D - Program) [Alt 2]
3358	8688	4523	91843	-	Xanadu Scenario II (Disk E - Data) [Alt 1]
5684	10058	5197	4086924	-	Xanadu Scenario II (Disk C - User) [Alt 1] [b]
6698	8775	3790	3343330	-	Xanadu Scenario II (Disk D - Program) [Alt 1]
5016	4006	11321	1352550	-	Archon
487	8775	4057	170928	-	Argo (FM77AV) (Disk A)
4758	8682	4155	2840076	-	Amnork
4750	8154	4117	216434	-	Amnork [Set 1]
6702	8767	3790	6667	-	Arion (Disk B)
5515	7875	44715	331425	-	Arion (Disk A)
6701	8767	3790	7701	-	Boukenshatachi - Kenja no Yuigon (Disk 1)
3897	8767	3790	181491	-	Argo (FM77AV) (Disk B)
4276	7709	14095	535139	-	Castle Excellent
4948	7287	18986	537461	-	Champion ProWres Special
5795	7711	12485	364012	-	Boukenshatachi - Kenja no Yuigon (Disk 0)
4817	6468	29125	826902	-	Bishoujo Shashinkan - Moving School
116	8767	3790	6668	-	Cranston Manor (Disk 2)
548	19	3790	246375	-	Death Force (FM77AV) (Disk A)
485	8767	3790	16765	-	Daisenryaku FM
5092	5919	4906	918575	-	Christine
4950	6372	4245	758277	-	Cranston Manor (Disk 1)
5162	6936	6579	1753216	-	Cream Lemon - SF Choujigen Densetsu Rall (Disk 1)
8041	11	4054	6939	-	Daiva Story 2 - Memory in Durga (FM77AV) (Disk B)
5654	5945	12217	3940386	-	Cream Lemon - SF Choujigen Densetsu Rall (Disk 2)
5318	6238	6582	610669	-	Crisis Mountain
5739	10176	4780	4238631	-	Daiva (FM-7 parody) {run STARTUP}
3459	8775	3814	74870	-	Death Force (FM77AV) (Disk B)
4120	7896	3790	4738632	-	Daiva Story 2 - Memory in Durga (FM77AV) (Disk A)
6005	755	3814	222388	-	Deep Forest (FM77AV) (Disk A)
3491	8775	3814	74269	-	Death Force (FM77AV) (User disk) [b]
4692	8768	3790	6957	RUNAWAY-INTO-IO 	Deep Forest (FM77AV) (Disk B)
3580	8767	3814	233586	-	Digital Devil Story - Megami Tensei (FM77AV) (Disk B)
4897	7012	12491	1757247	-	Dezeni Land
5053	8651	3814	3717518	-	Digital Devil Story - Megami Tensei (FM77AV) (Disk A)
5009	6103	9963	2817299	-	DNA (Disk A)
3370	8767	3790	6666	-	DNA (Disk B)
5020	8461	6461	203523	-	DiskFM vol. 1
5613	9833	3817	3827938	-	Fairie's Residence (Disk 1)
5473	8767	3790	2067000	-	Dragon Buster (FM77AV) [Set 1]
5473	8767	3790	2067000	-	Dragon Buster (FM77AV)
5678	9992	4383	4012810	-	Fairie's Residence (Disk 2)
5040	7089	6102	1813030	-	Final Lolita [Set 1]
5077	50	3790	4479125	-	FM77AV demo
4957	7391	8363	890472	-	Flicky [b]
3491	8767	3790	9525507	RUNAWAY-INTO-IO 	FM77AV40SX Nyuumon Disk
5040	7090	6102	1812971	-	Final Lolita
252	8767	3790	94656	-	Girls Paradise (Disk C) [b]
1522	8767	3790	94176	-	Girls Paradise (Disk B)
4924	7432	14165	1081727	-	Gambler Jikochuushinha (FM77AV)
5347	6755	18756	2778836	-	Genmu no Shiro
3371	8767	3790	6905	-	Girls Paradise (Disk D) [b]
4528	7285	4702	1458434	-	Girls Paradise (Disk A) [b]
3430	8733	4096	75110	-	Girls Paradise (Disk E)
4377	8219	7310	356120	-	Golf-kyou
4965	7217	3790	1486714	-	Greed (Disk 1)
4462	5958	5270	2399397	-	Hokuto no Ken (Disk 1)
5010	6788	6662	1263548	-	Greed (Disk 2)
6505	8438	9614	374966	-	Hokuto no Ken (Disk 2)
5015	6852	42032	1152831	-	Horizon
5105	8052	3814	4721154	-	Hot Dog [b]
4794	8661	10629	822001	-	Helicoid
6702	8767	3790	6673	-	Hydlide II (User disk)
4651	7257	11257	1511369	-	How Many Robot (FM77AV) (Disk 0)
5647	9852	4630	3910537	-	How Many Robot (FM77AV) (Disk 1)
6702	8767	3790	6673	-	Hydlide II [Set 1] (User disk)
5572	8095	28715	409242	-	Hydlide II [Set 1]
5572	8095	28715	409242	-	Hydlide II
4971	1631	3790	336898	-	In the Dream (FM77AV) (Disk A)
929	8767	3790	10282	-	Kohakuiro no Yuigon (FM77AV) (Disk 2)
6702	8767	3790	6671	-	Jesus (FM77AV) (Disk 2) [b]
5739	8758	3814	46406	-	Jesus (FM77AV) (Disk 1) [b]
3604	8767	3790	6666	-	Jesus (FM77AV) (Disk 3) [b]
3392	8767	3814	10026	-	Kohakuiro no Yuigon (FM77AV) (Disk 3)
5079	5991	6079	740429	-	In the Dream (FM77AV) (Disk B)
5036	8759	3790	3728820	-	Kohakuiro no Yuigon (FM77AV) (Disk 1)
3393	8767	3814	10026	-	Kohakuiro no Yuigon (FM77AV) (Disk 4)
1568	8767	4057	11199	RUNAWAY-INTO-IO 	Kohakuiro no Yuigon (FM77AV) [Set 1] (Disk 2) [b]
5036	8758	3790	3727489	-	Kohakuiro no Yuigon (FM77AV) [Set 1] (Disk 1) [b]
1568	8767	4057	11197	RUNAWAY-INTO-IO 	Kohakuiro no Yuigon (FM77AV) [Set 1] (Disk 3) [b]
3394	8767	3790	10909	-	Kohakuiro no Yuigon (FM77AV) [Set 1] (Disk 4) [b]
6699	8769	4010	14407	-	Kugyokuden (FM77AV) (Disk 1 - Joukan)
5969	50	3790	2973924	-	Laydock (FM77AV) (Disk A - Program)
6699	8769	4010	14410	-	Kugyokuden (FM77AV) (Disk 2 - Gekan)
5739	10176	4780	4238631	-	Kyoufu no Suiyoubi Botsu Program Shuu
5688	10067	5197	4108770	-	Laydock (FM77AV) (Disk B - Data)
5703	8074	3814	5361078	-	Laydock (FM77AV) [Set 1] (Disk A - Program)
4949	8537	4717	122448	-	Lagrange L-2
5686	10064	5197	4102283	-	Laydock (FM77AV) [Set 1] (Disk B - Data)
4861	3098	3790	433914	-	Little Box (FM77AV) (Disk A)
4912	6276	31824	885360	-	Lefty Mouse [b]
6702	8767	3790	6667	-	Lode Runner (Oh! FM-7 custom levels)
5676	9969	5458	4007153	-	Little Box (FM77AV) (Disk B)
3453	617	3790	9339764	RUNAWAY-INTO-IO 	Lupin Sansei - Cagliostro no Shiro (Disk B)
5678	9992	4383	4012694	-	Lovely Gal (Disk 2)
5823	365	3790	109249	-	Luxsor (FM77AV) (Disk 1)
5085	7386	11532	1810084	-	Lovely Gal (Disk 1)
6702	8767	3790	6667	-	Lupin for XM7
6013	284	3790	99079	-	Luxsor (FM77AV) (Disk 2)
4740	6990	32452	2417508	-	Lupin Sansei - Cagliostro no Shiro (Disk A)
5745	8767	3790	60338	-	Mahjong Kyou Jidai Special (FM77AV) (Disk 1)
29	8767	3790	10026	-	Mahjong Kyou Jidai Special (FM77AV) (Disk 2)
5594	5924	14442	1142174	-	Mahoutsukai no Deshi II (Disk 1)
6696	8764	4087	20666	-	Mahoutsukai no Deshi II (Disk 2)
6385	6658	13445	690925	-	Mahoutsukai no Deshi
3438	8767	3790	32221	-	Might and Magic (FM77AV) (Disk A)
3422	8767	3790	6666	-	Might and Magic (FM77AV) (Disk B)
6292	8801	3790	2194930	-	Marchen Veil [b]
6792	8767	3790	6666	-	Might and Magic (FM77AV) (Disk C)
6792	8767	3790	6666	-	Might and Magic (FM77AV) (Disk D)
5678	9992	4383	4012810	-	Metal -X- (FM77AV) {run METAL-X-}
3438	8767	3790	32221	-	Might and Magic (FM77AV) [Set 1] (Disk A)
3422	8767	3790	6666	-	Might and Magic (FM77AV) [Set 1] (Disk B)
6792	8767	3790	6666	-	Might and Magic (FM77AV) [Set 1] (Disk C)
6792	8767	3790	6666	-	Might and Magic (FM77AV) [Set 1] (Disk D)
5013	6235	6412	575348	-	Miner 2049er
5479	80	3790	5373748	-	Mugen Senshi Valis (FM77AV) (Disk 1)
4915	222	3790	2472749	-	Mugen Senshi Valis (FM77AV) (Disk 2)
6512	8526	4380	258548	-	Nobunaga no Yabou - Zenkoku-ban (FM77AV) (Disk A)
3372	8767	3790	6731	-	Mugen no Shinzou II (Disk 2 - Scenario) [b]
4501	5319	25515	2355231	-	Mugen no Shinzou II (Disk 1 - Program) [b]
5196	5901	10979	2152277	-	Mission Impossible
3584	8767	3790	8935	-	Nobunaga no Yabou - Zenkoku-ban (FM77AV) (Disk B)
6702	8767	3790	6667	-	Nugi.com {run NUGI}
5678	9992	4383	4012810	-	Pacris {loadm CALLEB run MAIN}
4441	6621	4663	845741	-	Penguin-kun Wars (demo)
5397	6527	22753	3082986	-	Pop Lemon (Disk 1)
6693	8767	3790	11550	-	Princess Quest (User disk) [b]
5043	162	4401	4973201	-	Psy-O-Blade (FM77AV) (Disk 1 - Program)
5678	9992	4383	4003198	-	Pop Lemon (Disk 2)
4268	6687	17481	1412429	-	Princess Quest [working]
3580	8767	3814	233586	-	Pro Yakyuu Fan (FM77AV) (Disk B)
4446	7064	17481	1203752	-	Princess Quest
6697	8773	4095	16663	-	Psy-O-Blade (FM77AV) (Disk 2 - A)
5399	8767	3790	2320618	-	Pro Yakyuu Fan (FM77AV) (Disk A)
6697	8773	4085	16663	-	Psy-O-Blade (FM77AV) (Disk 3 - B)
6697	8773	4086	16663	-	Psy-O-Blade (FM77AV) (Disk 4 - C)
6697	8773	4083	16663	-	Psy-O-Blade (FM77AV) (Disk 5 - D)
5043	162	4401	4973199	-	Psy-O-Blade (FM77AV) [Set 1] (Disk 1 - Program)
6697	8773	4095	16618	-	Psy-O-Blade (FM77AV) [Set 1] (Disk 2 - A) [b]
6697	8773	4085	16061	-	Psy-O-Blade (FM77AV) [Set 1] (Disk 3 - B) [b]
6697	8773	4086	16507	-	Psy-O-Blade (FM77AV) [Set 1] (Disk 4 - C) [b]
6697	8773	4083	16518	-	Psy-O-Blade (FM77AV) [Set 1] (Disk 5 - D) [b]
3388	8767	3790	1672	-	Psy-O-Blade (FM77AV) [Set 1] (User disk)
3441	8767	3790	74191	-	Relics (Disk B)
4725	6364	6381	832255	-	Reviver (FM77AV) (Disk A - Master)
3523	8767	3790	22545	RUNAWAY-INTO-IO 	Relics (Disk A)
6699	8767	4671	16089	-	Reviver (FM77AV) (Disk B - Data)
6698	8767	4671	14483	-	Reviver (FM77AV) (User disk) [b]
3679	8766	4057	81764	-	Riglas
4804	5914	3790	1498866	-	Seles (FM77AV) (Disk A)
6015	183	3814	15242	-	Silpheed (FM77AV) (Disk A)
5678	9992	4383	4008109	-	Seles (FM77AV) (Disk B)
6015	183	3814	15240	-	Silpheed (FM77AV) [Set 1] (Disk A)
6569	8765	3790	3050473	-	Shounen Mike no Hitoritabi (FM77AV)
4420	8478	5462	916349	-	Shounen Mike no Hitoritabi (FM-7 parody)
6661	8724	4165	33639	-	Silpheed (FM77AV) (Disk B)
6661	8724	4165	33639	-	Silpheed (FM77AV) [Set 1] (Disk B)
3476	8767	3790	6666	-	Skapon Tankentai (FM7) (Disk 1 - Sesshoku-hen) [b] {run STARTUP}
3476	8767	3790	6666	-	Skapon Tankentai (FM7) (Disk 2 - Hatsudou-hen)
3476	8767	3790	6666	-	Skapon Tankentai (FM7) (Disk 3 - Kaiten-hen) [b]
6702	8767	3790	6667	-	Skapon Tankentai (FM7) (User disk)
3476	8767	3790	6666	-	Skapon Tankentai (FM77AV) (Disk 1 - Sesshoku-hen) [b] {run STARTUP}
3476	8767	3790	6666	-	Skapon Tankentai (FM77AV) (Disk 2 - Hatsudou-hen) [b]
3476	8767	3790	6666	-	Skapon Tankentai (FM77AV) (Disk 3 - Kaiten-hen) [b]
5739	10176	4780	4238631	-	Sorcerian (FM-7 parody) {run STARTUP}
4658	8336	32000	362536	-	Solitaire Royale
4747	8546	4818	2147023	-	Space Harrier (FM77AV) (Disk 0)
3394	8767	3790	7866	RUNAWAY-INTO-IO 	Space Harrier (FM77AV) (Disk 1)
4805	8332	5228	252117	-	Soukoban 2
5678	9992	4383	4012803	-	Stone of Deity 1&2 {run SD1, run SD2}
5211	6131	13120	2245810	-	Strange Odyssey
4775	7829	6987	694081	-	Sunohe Collection
5678	9992	4383	4012810	-	Super Lonely Terminal
4029	5614	17272	1490598	-	Take Out Vol. 1
3998	6123	18338	1526707	-	Take Out Vol. 2
4397	7503	11738	2451675	-	Take Out Vol. 3
4151	6716	17293	1191681	-	Take Out Vol. 4 (Disk A)
4550	3663	26651	2918244	-	Take Out Vol. 5
3948	8767	3790	11295	-	Take Out Vol. 4 (Disk B)
4500	5015	13063	1838615	-	Take Out Vol. 6
4595	3824	28542	2768177	-	Take Out Vol. 7 (Disk A)
3401	8767	3790	6666	-	Take Out Vol. 7 (Disk B)
6587	8671	5621	3223665	-	Team AB Music Disk Ebifuku Zenkyoku Shuu (2D) (Disk 1)
6587	8671	5621	3223665	-	Team AB Music Disk Ebifuku Zenkyoku Shuu (2D) (Disk 2)
3554	8629	4958	123791	-	Team AB Music Disk Ebifuku Zenkyoku Shuu (2DD)
6587	8671	5621	3223665	-	Team AB Music Disk No. 0
5090	5922	6594	742250	-	Team AB Music Disk No. 1 (XM7 version)
6233	7859	5676	8281	-	Templo del Sol - Asteka II (Disk B) [b]
4233	4982	35182	775665	-	Templo del Sol - Asteka II (Disk A) [b]
6702	8767	3790	6667	-	The Akunin {run AKUNIN-1}
4683	5942	8732	1057722	-	Tetris (FM77AV) [Set 1]
6702	8767	3790	6667	-	The Akunin 2 {run AKUNIN-2}
4757	5629	3790	1133306	-	Tetris (FM77AV)
6702	8767	3790	6667	-	The Akunin 3 {run AKUNIN-3}
5172	6205	16745	1939875	-	The Count
5090	5952	7832	764637	-	The Castle & Castle Excellent
5086	5882	4286	752871	-	The Dark Crystal (Disk 0)
21	8767	3790	6668	-	The Dark Crystal (Disk 1-B)
4206	8773	3790	6666	-	The Dark Crystal (Disk 1-A)
32	8767	3790	6666	-	The Quest (Disk 1-A)
5275	7387	12554	1823205	-	The Knight of Wonderland
3367	8767	3790	6666	-	The Quest (Disk 1-B)
3367	8767	3790	6666	-	The Quest (Disk 1-C)
5138	7845	9712	1200840	-	The Palms
5660	9828	4584	3998759	-	The Quest (Disk 0)
6400	8726	7595	590936	-	The Return of Ishtar (FM77AV) (Disk A)
5678	9992	4383	4008109	-	The Return of Ishtar (FM77AV) (Disk B)
4941	8636	5069	1014218	-	The Tower of Druaga (FM77AV)
4107	6103	60601	688449	-	Thexder [b]
4920	3721	14740	2664838	-	Thunder Force
5011	6681	11111	879412	-	Topple Zip
36	8767	3790	6666	-	Transylvania (Disk 1)
6702	8767	3790	6667	-	Toriaezu Tinyan da yo! {run toriaezu}
3546	8679	3815	57405	-	Transylvania (Disk 0) {run FM}
6634	8448	29586	726621	-	Tritorn
5005	7773	6483	493045	-	Ultima II (Disk 1 - Program)
3435	8767	3790	75250	-	Ultima II (Disk 2 - Master Player)
4954	6377	4296	771368	-	Transylvania [Set 1]
263	8719	3790	48616	-	Ulysses (Disk 0) {run FM}
3388	8767	3790	6666	-	Ulysses (Disk 1)
544	7806	3814	203840	-	Urusei Yatsura - Koi no Survival Birthday (FM77AV) (Disk 1)
5690	10058	5197	4110502	-	Uranai Program Collection {run RUN}
3375	8767	3790	7932	-	Urusei Yatsura - Koi no Survival Birthday (FM77AV) (Disk 2)
3367	8767	3790	7933	-	Urusei Yatsura - Koi no Survival Birthday (FM77AV) (Disk 3)
3367	8767	3790	6666	-	Urusei Yatsura - Koi no Survival Birthday (FM77AV) (Save disk)
4845	6541	18984	1382290	-	Utsukushiki Emono-tachi
3497	8767	3790	8594	-	Wibarm (Data disk) [b]
5163	6079	16668	1907224	-	Voodoo Castle
5451	5913	21330	1205645	-	Wibarm
5004	5801	8893	963028	-	Weird 2
4520	5393	4240	2186557	-	Wing Man 2 (Disk 1)
4500	5382	4353	2176196	-	Wing Man 2 (Disk 2)
606	8767	3790	6690	-	Wizard and the Princess (Disk 1)
4959	6340	4245	766763	-	Wizard and the Princess (Disk 0)
3420	8767	3790	83563	RUNAWAY-INTO-IO 	Wizardry II
3420	8767	3790	83563	RUNAWAY-INTO-IO 	Wizardry III [Set 1]
3420	8767	3790	83563	RUNAWAY-INTO-IO 	Wizardry III
3420	8767	3790	83563	RUNAWAY-INTO-IO 	Wizardry
5031	8507	4755	23162	-	Wizardry IV (FM77AV) (Disk B)
4866	8767	3790	3699197	-	Wizardry IV (FM77AV) (Disk A)
6702	8767	3790	6667	-	Wizplus for FM {run STARTUP}
5031	8507	4742	23162	-	Wizardry IV (FM77AV) (Disk C)
7268	11	3790	2720091	-	Woody Poco (FM77AV) (Disk 1)
6702	8767	3790	6666	-	Woody Poco (FM77AV) (Disk 2)
6019	369	4005	112926	-	World Golf II (FM77AV) (Disk 1)
21	8767	3790	6666	-	World Golf II (FM77AV) (Disk 2)
6698	8775	3790	3343330	-	Xanadu (Disk A - Program)
3371	8767	3790	7700	-	Xanadu (Disk C - User)
3358	8688	4523	91843	-	Xanadu (Disk B - Data)
3358	8688	4523	91843	-	Xanadu Scenario II (Disk C - User)
6701	8767	3790	3348204	-	Xanadu Scenario II (Disk D - Program)
4432	8767	3790	6660	-	Yami no Iyo Densetsu (FM77AV) (Disk 2)
3358	8688	4523	91843	-	Xanadu Scenario II (Disk E - Data)
4847	6701	9352	333992	-	Xevious
4379	7298	5881	1082076	-	Yami no Iyo Densetsu (FM77AV) (Disk 1)
22	8767	3790	5733	-	Yami no Iyo Densetsu (FM77AV) (Disk 3) [b]
5678	9992	4383	4012810	-	Yanpara Adventure - Staff Shoumetsu no Nazo {load START}
5086	7279	3790	1815865	-	Yellow Lemon
5343	6236	35997	895939	-	Ys (FM7) (Disk A)
6702	8767	3790	6671	-	Ys (FM7) (User disk)
5032	8767	3790	2513080	-	Ys (FM7) (Disk B)
5378	7593	3790	4942656	-	Ys (FM77AV) (Disk A)
6700	8767	3790	8599	-	Ys (FM77AV) (User disk) [b]
6701	8767	3790	7703	-	Ys II (FM77AV) (Disk A)
5032	8767	3790	2513080	-	Ys (FM77AV) (Disk B)
5320	7387	3790	4810033	-	Ys (FM77AV) [Set 1] (Disk A)
5032	8767	3790	2513080	-	Ys (FM77AV) [Set 1] (Disk B)
6701	8767	3790	7703	-	Ys II (FM77AV) (Disk B)
5699	8767	3790	4056730	-	Ys II (FM77AV) (Program disk)
5684	10058	5197	4087036	-	Ys II (FM77AV) (User disk) [b]
